id	annotatorid	label	a1	a2
3162_3436	goldLabel	a1	Autonomous vehicles will respect speed limits and guarantee safety in any single moment.	Self driving cars will remove the burden of driving from people.
2890_3022	goldLabel	a1	Communication between autonomous cars will reduce the number of traffic accidents.	the autonomous car is a good idea to avoid jams
3184_2980	goldLabel	a1	Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.	The technology for driverless cars will mature over time, similarly to many other technologies we use every day.
2869_3498	goldLabel	a1	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.	Self driving cars will reduce the amount of cars on the roads; For example, families owning 2 car today will be able to manage with 1 car only.
2845_2896	goldLabel	a1	Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.	"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!"
2949_3204	goldLabel	a2	With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.	In 2015, motor vehicle accidents were the second leading cause among accidental deaths in the US. Motor vehicle accidents accounted for 35K deaths. Self-driving cars, especially if deployed en masse, can prevent many deaths.
2962_3502	goldLabel	a1	Driving is, by far, the MOST dangerous activity a human will do in their lifetime. Autonomous cars can provide a safe mode of transportation and save the lives of motorists.	Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents
3207_2880	goldLabel	a2	Autonomous cars will never make accident because of being tired or drunk	Autonomous cars will drive much smoother and therefor produce less pollution
3235_2915	goldLabel	a2	If autonomous cars were mandatory, they could prevent reckless driving.	Autonomous cars will eliminate human errors, and reduce the accident rate significantly
3345_3007	goldLabel	a1	Development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.	I drive two hours per day at times I am sleepy, autonomous cars may well save my life.
2820_2924	goldLabel	a1	Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.	Many drivers today simply do what their GPS app tell them to, so why not use self-driving cars to do the whole process
2975_3093	goldLabel	a1	Autonomous cars will never get tired nor be influenced by drugs and alcohol, hence they will be safer than human controlled cars.	Autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.
3248_2826	goldLabel	a2	A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers	Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.
3416_3394	goldLabel	a1	Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.	A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.
3426_3213	goldLabel	a2	Autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.	As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.
2820_2783	goldLabel	a2	Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.	Inventions to make driving simpler and safer, for e.g., automatic transmission, are small steps towards autonomous cars that have been going on since the invention of the automobile.
3309_3025	goldLabel	a2	Autonomous cars increase our free time, because instead of driving people can now work or engage in entertainment during their commute.	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.
3253_3401	goldLabel	a1	Autonomous cars should be developed to provide immediate transportation access to people who would otherwise not have it, such as the elderly, infirm, disabled, children, etc.	Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.
2865_2852	goldLabel	a2	If all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.	Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.
3401_3493	goldLabel	a2	Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.	Autonomous cars will reduce the 40,000 casualties a year (in the US alone) by two orders of magnitude. Don't drive - save lives - let the computer do that for you
2801_3459	goldLabel	a2	Autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.	Autonomous cars will be more efficient, thus reducing the pollution from cars
3099_2890	goldLabel	a2	are you crazy? self driving cars will increase road safety if we get it right.	Communication between autonomous cars will reduce the number of traffic accidents.
2800_2919	goldLabel	a2	Autonomous cars prove to be quite efficient, and will become better over time - we must continue developing them to reach their full potential	Autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.
3110_3043	goldLabel	a2	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).	Autonomous cars have all human beings' capabilities plus advantages like never tired, faster reaction and further detection abilities. The arguable point is unexpected emergency handling which human being also have different results among different populations.
2830_3007	goldLabel	a1	Much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.	I drive two hours per day at times I am sleepy, autonomous cars may well save my life.
3477_3263	goldLabel	a1	Autonomous cars could be very beneficial for people with disabilities.	Autonomous cars should not be rolled out prematurely, but development should not be stopped.
3221_2953	goldLabel	a2	Autonomous cars will allow drivers to use their time more productively.	Autonomous cars will drastically reduce number of accidents.
3180_2945	goldLabel	a1	Research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.	Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.
2956_3493	goldLabel	a2	Autonomous vehicle systems such as automatic emergency braking and lane keep assist have already made driving much safer. It would thus be irrational to stop development of them.	Autonomous cars will reduce the 40,000 casualties a year (in the US alone) by two orders of magnitude. Don't drive - save lives - let the computer do that for you
3442_2949	goldLabel	a1	If autonomous vehicles can reduce accident rates in a statistically significant way, then we need to continue developing them as human error and poor decision-making accounts for countless accidents and innocent deaths.	With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.
2967_2859	goldLabel	a1	Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.
2869_2945	goldLabel	a1	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.	Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.
2840_2793	goldLabel	a2	Of the 62 accidents in California involving self-driving cars in autonomous mode over the last four years, the autonomous vehicle was only responsible in one case.	The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.
3138_2898	goldLabel	a2	Drivers admitted failure to report collisions at 29%. Therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.
3343_3180	goldLabel	a2	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.	Research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.
3184_2863	goldLabel	a1	Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.	Autonomous cars will finally end our dependency on taxi drivers
3416_3253	goldLabel	a1	Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.	Autonomous cars should be developed to provide immediate transportation access to people who would otherwise not have it, such as the elderly, infirm, disabled, children, etc.
2984_3502	goldLabel	a1	Because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the United States alone each year.	Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents
3248_3483	goldLabel	a2	A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers	Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.
3483_3266	goldLabel	a1	Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.	Autonomous cars will bring remedy to spatial problems in cities. They will simplify car sharing such that the need for parking lots will be decreased substantially.
3014_3025	goldLabel	a2	Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.
3495_2916	goldLabel	a2	Taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver	With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.
3238_3019	goldLabel	a2	Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.	Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.
2846_3321	goldLabel	a2	Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.	The use of multiple systems that increase the safety and detection of dangerous elements and conditions can increase the safety of self-driving cars, beyond the capabilities of a driver with the use of new technology.
2899_3447	goldLabel	a1	Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.	Autonomous cars will not suffer from human weaknesses such as tiredness and lack of concentration
3162_2980	goldLabel	a1	Autonomous vehicles will respect speed limits and guarantee safety in any single moment.	The technology for driverless cars will mature over time, similarly to many other technologies we use every day.
3416_3254	goldLabel	a2	Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.	90% of traffic accidents are due (at least partially) to human error. Traffic accidents are a mayor death cause. Autonomous cars will make those number drop drastically.
2967_3202	goldLabel	a1	Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.	We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.
3262_3024	goldLabel	a2	autonomous cars will increase national security by allowing the state to better monitor the roads	the autonomous cars will reduce the traffic with their efficiency.
2953_2863	goldLabel	a1	Autonomous cars will drastically reduce number of accidents.	Autonomous cars will finally end our dependency on taxi drivers
3335_2849	goldLabel	a2	Autonomous cars are not quite ready to deploy, but they will be safer than human-driven cars.	Autonomous cars are safer than human drivers, they never get tired and are always alert.
3004_2849	goldLabel	a2	Autonomous cars can reduce the traffic because multiple people can share one car	Autonomous cars are safer than human drivers, they never get tired and are always alert.
3235_3184	goldLabel	a2	If autonomous cars were mandatory, they could prevent reckless driving.	Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.
3343_3047	goldLabel	a2	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.	Self-driving cars could greatly reduce road deaths. 1.3 million people in the US die in road crashes each year. NPR reports that 94% of car crashes are caused by human error.
2953_3048	goldLabel	a1	Autonomous cars will drastically reduce number of accidents.	Autonomous cars will ease people and reduce traffic
3342_3262	goldLabel	a1	With continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.	autonomous cars will increase national security by allowing the state to better monitor the roads
2898_2968	goldLabel	a1	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.	Autonomous cars provide mobility also for those people who would not be able or allowed to drive anymore, such as senior citizens, people with disabilities, etc.
2852_3156	goldLabel	a1	Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.	I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.
3035_2924	goldLabel	a1	"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space."	Many drivers today simply do what their GPS app tell them to, so why not use self-driving cars to do the whole process
3498_2840	goldLabel	a2	Self driving cars will reduce the amount of cars on the roads; For example, families owning 2 car today will be able to manage with 1 car only.	Of the 62 accidents in California involving self-driving cars in autonomous mode over the last four years, the autonomous vehicle was only responsible in one case.
3235_3162	goldLabel	a2	If autonomous cars were mandatory, they could prevent reckless driving.	Autonomous vehicles will respect speed limits and guarantee safety in any single moment.
3099_3474	goldLabel	a2	are you crazy? self driving cars will increase road safety if we get it right.	Autonomous cars will result in less road traffic since they can coordinate with each other.
2888_2859	goldLabel	a1	Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.
3477_3459	goldLabel	a1	Autonomous cars could be very beneficial for people with disabilities.	Autonomous cars will be more efficient, thus reducing the pollution from cars
3110_3338	goldLabel	a1	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).	Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12
3248_2884	goldLabel	a2	A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers	Autonomous cars will be safer than human driven vehicles. Additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.
2899_3504	goldLabel	a2	Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.	Autonomous cars will make roads safer because the cars will drive slower to precisely follow all traffic rules.
3238_3212	goldLabel	a2	Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.	Machines are just better than humans at executing algorithmic tasks, such as driving. As a consequence, autonomous cars will perform better than human drivers.
3213_2756	goldLabel	a1	As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.	Autonomous cars can save parking areas since the cars can continue serving other passengers
3267_2742	goldLabel	a1	Self-driving cars would be safer because they remove the human element, which is prone to make mistakes caused by distractions and just plain laziness.	There is no reason to stop the development of autonomous cars; this can only benefit the human race by enabling more transportation options for the elderly, kids, etc.
3201_3335	goldLabel	a1	Autonomous cars are much safer than human drivers in some situations	Autonomous cars are not quite ready to deploy, but they will be safer than human-driven cars.
3212_2820	goldLabel	a1	Machines are just better than humans at executing algorithmic tasks, such as driving. As a consequence, autonomous cars will perform better than human drivers.	Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.
3338_2898	goldLabel	a2	Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.
3207_3447	goldLabel	a2	Autonomous cars will never make accident because of being tired or drunk	Autonomous cars will not suffer from human weaknesses such as tiredness and lack of concentration
3180_2793	goldLabel	a2	Research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.	The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.
2845_3493	goldLabel	a2	Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.	Autonomous cars will reduce the 40,000 casualties a year (in the US alone) by two orders of magnitude. Don't drive - save lives - let the computer do that for you
3317_2980	goldLabel	a1	Autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.	The technology for driverless cars will mature over time, similarly to many other technologies we use every day.
3004_3201	goldLabel	a2	Autonomous cars can reduce the traffic because multiple people can share one car	Autonomous cars are much safer than human drivers in some situations
3210_2846	goldLabel	a2	It has never been possible to stop the development of high-level technologies in a free-market society. Autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (AIsystemimprovements)thatwilldrivethemarket	Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.
2985_3483	goldLabel	a2	Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.	Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.
3022_2862	goldLabel	a2	the autonomous car is a good idea to avoid jams	autonomous cars allows you to work while driving, increasing your productivity.
2916_3108	goldLabel	a1	With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.	The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.
3175_2801	goldLabel	a2	Autonomous cars will give people who are blind a great expansion in independence and quality of life.	Autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.
3235_3262	goldLabel	a1	If autonomous cars were mandatory, they could prevent reckless driving.	autonomous cars will increase national security by allowing the state to better monitor the roads
3357_3343	goldLabel	a1	Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.
3202_3082	goldLabel	a2	We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.	Having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.
3442_3169	goldLabel	a1	If autonomous vehicles can reduce accident rates in a statistically significant way, then we need to continue developing them as human error and poor decision-making accounts for countless accidents and innocent deaths.	Humans often perceive their ability to be higher than it truly is and thus behave dangerously while driving because they think they are especially good drivers; autonomous vehicle has an accurate perception of its abilities.
3221_3434	goldLabel	a1	Autonomous cars will allow drivers to use their time more productively.	Autonomous cars are not less safer than auto-pilot in airplanes.
2953_3207	goldLabel	a1	Autonomous cars will drastically reduce number of accidents.	Autonomous cars will never make accident because of being tired or drunk
3167_3019	goldLabel	a2	Autonomous cars will help to reduce traffic jams, accidents caused by human misjudgements and will make travelling by car more relaxing overall.	Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.
3104_2801	goldLabel	a2	Autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.	Autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.
2985_2896	goldLabel	a2	Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.	"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!"
2735_3084	goldLabel	a2	Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.”	Development of autonomous cars should not be stopped because the solutions developed can provide broader benefits even if the current view of autonomous cars proves too dangerous.
3221_3506	goldLabel	a2	Autonomous cars will allow drivers to use their time more productively.	Autonomous cars are much safer than those driven by humans
2826_2956	goldLabel	a1	Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.	Autonomous vehicle systems such as automatic emergency braking and lane keep assist have already made driving much safer. It would thus be irrational to stop development of them.
3342_3317	goldLabel	a1	With continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.	Autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.
3052_3267	goldLabel	a1	Self driving cars can reduce traffic accidents, which means there will be fewer deaths and injuries caused by these accidents.	Self-driving cars would be safer because they remove the human element, which is prone to make mistakes caused by distractions and just plain laziness.
2768_2985	goldLabel	a1	Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.	Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.
3167_2769	goldLabel	a1	Autonomous cars will help to reduce traffic jams, accidents caused by human misjudgements and will make travelling by car more relaxing overall.	If we were to stop the development of autonomous cars, we would eliminate an avenue for potentially ending automotive homicide as we currently know it.
2793_2869	goldLabel	a1	The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.
2945_3357	goldLabel	a2	Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.	Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.
2863_3474	goldLabel	a2	Autonomous cars will finally end our dependency on taxi drivers	Autonomous cars will result in less road traffic since they can coordinate with each other.
3209_3485	goldLabel	a1	Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.	Driverless cars remove the cost of the time spent by a driver, which is a natural step in making transportation cheaper.
3052_3089	goldLabel	a1	Self driving cars can reduce traffic accidents, which means there will be fewer deaths and injuries caused by these accidents.	Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.
3209_3384	goldLabel	a1	Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.	Development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related.
3483_2968	goldLabel	a2	Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.	Autonomous cars provide mobility also for those people who would not be able or allowed to drive anymore, such as senior citizens, people with disabilities, etc.
3110_3340	goldLabel	a2	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).	More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B.
3222_3405	goldLabel	a2	Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.	If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.
2898_2845	goldLabel	a2	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.	Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.
3232_3019	goldLabel	a2	Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.	Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.
3343_2807	goldLabel	a2	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.	More testing is needed, but autonomous cars of future would not be distracted by a phone, take us to our destination when we are tired, sick, under an influence or are just a bad driver.
3511_2742	goldLabel	a1	Machines are much better at obeying rules of the road and a road system with completely autonomous cars will be more safer for everyone.	There is no reason to stop the development of autonomous cars; this can only benefit the human race by enabling more transportation options for the elderly, kids, etc.
3489_3156	goldLabel	a1	Even if one has concerns about the deployment of autonomous cars, stopping their development is unwise because new things can be learned and it is likely they have some future role to play.	I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.
3238_2830	goldLabel	a1	Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.	Much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.
3342_3406	goldLabel	a1	With continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.	If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.
2793_2807	goldLabel	a1	The news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.	More testing is needed, but autonomous cars of future would not be distracted by a phone, take us to our destination when we are tired, sick, under an influence or are just a bad driver.
2890_3117	goldLabel	a1	Communication between autonomous cars will reduce the number of traffic accidents.	Autonomous vehicle will ameliorate the harm caused by car accidents.
3338_3479	goldLabel	a2	Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12	"An ""Autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. The ethical components are edge cases not caused by AI but rather humans driving causing issues"
3459_3048	goldLabel	a1	Autonomous cars will be more efficient, thus reducing the pollution from cars	Autonomous cars will ease people and reduce traffic
3343_2846	goldLabel	a2	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.	Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.
2871_3443	goldLabel	a2	Autonomous cars are going to affect humanity in a good way, and IBM should be a driving force in this industry	As featured in IEEE Spectrum (October 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.
3213_3263	goldLabel	a1	As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.	Autonomous cars should not be rolled out prematurely, but development should not be stopped.
3082_2813	goldLabel	a1	Having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.	We should not stop the development of autonomous cars, but we need proper assignment of responsibility to their makers, else safety will fall short.
2846_3340	goldLabel	a1	Self-driving cars can have their AI technology used as in assistive mode until it proves it can outpace the safety provided by human drivers, assisting and taking over in case of emergency situations.	More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B.
2916_3185	goldLabel	a2	With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.	Autonomous cars will reduce number of accidents since most accidents are due to a human error.
2845_3479	goldLabel	a1	Autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. It should also improve our quality of life as hopefully it can also alleviate congestion on highways.	"An ""Autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. The ethical components are edge cases not caused by AI but rather humans driving causing issues"
3002_3202	goldLabel	a1	There are no opportunities for a autonomous car to be distracted, which is a leading cause of accidents in the United States at present.	We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.
2898_2861	goldLabel	a1	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.	Development can only be of benefit, there is no reason not to try and work on autonomous cars (cautiously!), even if eventually it fails
2754_3338	goldLabel	a1	Autonomous vehicles can be designed to know their own limitations, whereas a study from NYU found that most human drivers rate their driving skills as above average.	Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12
3222_3502	goldLabel	a1	Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.	Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents
3235_3406	goldLabel	a1	If autonomous cars were mandatory, they could prevent reckless driving.	If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.
3156_2962	goldLabel	a2	I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.	Driving is, by far, the MOST dangerous activity a human will do in their lifetime. Autonomous cars can provide a safe mode of transportation and save the lives of motorists.
3263_3016	goldLabel	a2	Autonomous cars should not be rolled out prematurely, but development should not be stopped.	Although autonomous cars are still not perfect, they are safer than human-driven cars.
2869_2813	goldLabel	a1	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.	We should not stop the development of autonomous cars, but we need proper assignment of responsibility to their makers, else safety will fall short.
2888_3495	goldLabel	a1	Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.	Taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver
3266_2826	goldLabel	a2	Autonomous cars will bring remedy to spatial problems in cities. They will simplify car sharing such that the need for parking lots will be decreased substantially.	Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.
